episode,max_velocity
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_25_37,1.097499
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_59_57,1.093879
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_38_23,1.090672
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_35_50,1.090232
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_41_27,1.089214
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_16_51_33,1.088153
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_16_54_21,1.086852
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_19_33,1.086041
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_40_01,1.083340
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_23_00_52,1.078239
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_30_08,1.070491
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_28_43,1.069544
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_07_42,1.067154
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_41_16,1.065499
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_22_53_32,1.063483
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_22_59_28,1.054187
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_15_53,1.051298
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_22_43_50,1.050477
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_23_12,1.049403
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_08_17,1.048608
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_39_25,1.048060
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_47_26,1.047052
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_22_14,1.041197
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_35_25,1.039020
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_16_47_28,1.038474
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_49_59,1.034085
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_51_28,1.033446
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_17_45,1.030834
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_27_28,1.030277
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_44_18,1.030189
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_13_36,1.028956
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_46_22,1.028147
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_52_41,1.027891
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_17_00_59,1.027487
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_16_18,1.021145
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_34_36,1.020166
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_26_10,1.018259
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_51_28,1.015280
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_33_31,1.010886
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_35_20,1.007942
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_22_58_29,1.007566
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_01_37,1.006278
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_19_28,1.004383
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_40_29,1.004270
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_17_41_38,1.002069
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_53_34,1.002006
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_18_25,1.000915
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_22_42_44,1.000115
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_16_37_25,0.997296
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_45_27,0.993052
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_46_22,0.991922
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_30_12,0.991297
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_13_48_42,0.989142
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_34_08,0.986175
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_41_51,0.974892
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_27_21,0.974648
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_41_51,0.974185
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_42_54,0.973211
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_31_57,0.970972
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_22_50_19,0.970208
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_22_56_36,0.969517
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_53_21,0.968612
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_29_24,0.967447
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_28_15,0.963700
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_52_51,0.963538
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_13_54_11,0.963276
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_23_03_00,0.962853
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_15_47_52,0.961669
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_48_25,0.961340
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_49_54,0.960024
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_13_49_47,0.956270
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_23_01_52,0.955063
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_22_52_21,0.950210
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_49_22,0.949397
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_13_55_18,0.945504
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_52_08,0.944344
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_16_39_03,0.944088
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_16_48_41,0.938242
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_38_05,0.936152
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_20_14,0.935919
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_20_26,0.934098
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_13_52_54,0.933553
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_37_16,0.930661
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_50_20,0.929224
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_44_08,0.928759
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_21_58_13,0.928685
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_37_22,0.928326
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_00_32,0.926967
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_39_00,0.926855
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_17_02_43,0.925235
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_33_27,0.923438
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_29_56,0.918942
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_25_04,0.918290
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_17_21,0.917931
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_30_04,0.916993
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_18_49,0.915876
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_54_26,0.912800
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_54_18,0.911856
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_22_28,0.911311
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_19_53,0.906930
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_42_35,0.906749
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_41_04,0.906591
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_33_48,0.905790
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_17_13_09,0.903903
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_13_57_24,0.902663
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_48_32,0.899981
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_22_54_31,0.899769
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_12_08,0.898463
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_17_01_44,0.896107
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_09_19,0.895998
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_16_09,0.895163
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_32_44,0.894263
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_13_56_24,0.891410
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_31_53,0.889271
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_19_06,0.889022
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_22_17,0.888855
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_33_05,0.885400
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_34_04,0.878916
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_46_37,0.877919
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_24_59,0.877900
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_15_43_44,0.877890
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_14_40,0.876510
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_25_01,0.875508
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_39_39,0.872463
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_51_28,0.871840
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_21_59_21,0.870877
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_30_58,0.868555
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_16_50_01,0.867871
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_55_43,0.867407
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_28_35,0.867002
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_30_12,0.866311
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_15_46_54,0.866300
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_49_13,0.862908
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_02_50,0.861027
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_24_15,0.859009
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_21_29,0.858024
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_26_08,0.856431
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_20_11_10,0.854513
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_06_12,0.846939
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_55_09,0.845511
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_16_53_01,0.844705
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_49_01,0.837599
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_15_41_45,0.837160
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_17_33_22,0.836605
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_03_46,0.835692
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_32_03,0.831840
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_22_45_34,0.829389
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_50_41,0.827664
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_22_46_49,0.823031
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_18_47_26,0.820343
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_36_21,0.816150
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_52_35,0.815112
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_43_02,0.808968
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_24_12,0.803850
beijing_guqiuyi_20260317_pm_tele/fold_towel_gqy_0317@MASTER_SLAVE_MODE@2026_03_17_16_41_57,0.802419
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_15_28_36,0.799395
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_16_48_31,0.799012
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_15_20_41,0.795615
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_48_38,0.793340
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_43_22,0.792401
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_15_30_10,0.790712
beijing_guqiuyi_20260420_pm_tele/fold_towel_gqy_0420@MASTER_SLAVE_MODE@2026_04_20_22_21_01,0.790142
