episode,max_velocity
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_42_54,0.973211
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_13_54_11,0.963276
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_15_47_52,0.961669
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_13_49_47,0.956270
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_13_55_18,0.945504
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_13_52_54,0.933553
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_37_16,0.930661
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_50_20,0.929224
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_13_57_24,0.902663
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_48_32,0.899981
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_09_19,0.895998
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_13_56_24,0.891410
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_31_53,0.889271
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_19_06,0.889022
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_22_17,0.888855
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_33_05,0.885400
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_15_43_44,0.877890
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_15_46_54,0.866300
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_02_50,0.861027
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_06_12,0.846939
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_15_41_45,0.837160
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_03_46,0.835692
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_36_21,0.816150
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_15_28_36,0.799395
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_15_30_10,0.790712
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_07_18,0.782308
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_14_18_12,0.766437
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_15_45_42,0.744865
beijing_guqiuyi_20260318_pm_tele/fold_towel_gqy_0318@MASTER_SLAVE_MODE@2026_03_18_13_50_51,0.720478
